0,1,2,3,4,5,6,7,8,9,10,11,12,label
0.6487082633482497,0.556605623016032,0.47591477206518495,0.6045985515089359,0.2963124338527725,0.5754397373060182,0.5902394301719853,0.9948382933408557,0.26060552161364625,0.32683953430946355,0.892040014450632,0.6533985631968694,0.44962253269511376,0
0.9541011900076815,0.6081563848245961,0.7932874504214553,0.3759286775633327,0.8543609098104057,0.6596432126580183,0.9121126905406785,0.11783627584779766,0.6032463348791606,0.6459415166902872,0.11505348870040599,0.8608703328183592,0.656278811884807,0
0.6187621910580761,0.3657781509439765,0.2325658599597501,0.4341786658677763,0.8004694978072597,0.4931362016780466,0.3863093728964566,0.298685717721876,0.1823319758885361,0.46403879192670194,0.44999825727151144,0.5714791400850298,0.9493555160332338,0
0.976243326838628,0.46270267259157916,0.8507618191219386,0.3471619874860735,0.8488525385865978,0.6984327739095251,0.8667040279605167,0.552660089552431,0.7230153255196957,0.3723609820936147,0.3963044936060308,0.5490000757606857,0.32120161700732686,0
0.7654569724592092,0.635224032274593,0.5250628119022548,0.009489811574031726,0.5813028591446328,0.7185894090499119,0.7496007054934398,0.1346436342041939,0.38856900998328003,0.5505243613804031,0.4084010545874911,0.797959175215591,0.7530482122907987,0
0.8506757757809676,0.5479464973318849,0.9844186365687648,0.4866655730536247,0.45603712158155574,0.9264518956569717,0.7584128157011989,0.0848359870014711,0.547679544600481,0.48970813784256795,0.24681299629919695,0.7072003547723351,0.4096958473154495,0
0.8568138814007913,0.9547932687360522,0.3330890084168068,0.8906301659978981,0.5723331078830997,0.6770720571481332,0.9889116810975851,0.5384141080661752,0.5462332891041093,0.24991811243502704,0.7899869886722293,0.5218008137317086,0.8544651662572789,0
0.898648310677721,0.38399888232632595,0.6300519149966639,0.34766955300095714,0.6363199126893372,0.881989289824476,0.847732436489749,0.6452000818213343,0.13277474999796002,0.9160069833507768,0.6351215166500624,0.6269617196965918,0.7132229486691581,0
0.703315844593342,0.32237849914921524,0.8748637949705661,0.4208393070846863,0.6405947368775633,0.5074383074126435,0.48161083234252466,0.9126019950397725,0.7077261192579086,0.3110346153861102,0.8274150295159169,0.9019330445383688,0.7510218045203743,0
0.8312625279029596,0.574309481355875,0.5504389083767011,0.905499902627434,0.5551562173439657,0.636691108144906,0.7815068927973939,0.9366149111938257,0.29965493265490817,0.24266125678557682,0.7408074173584526,0.6804756680513769,0.6428344218114204,0
0.9648593630566145,0.34693743126544785,0.7710556615488664,0.6946714904163788,0.38989895825201804,0.8072082340361338,0.443255316936796,0.03667779329822296,0.7177847590051013,0.45648232561731084,0.37517925455495915,0.7453144891802717,0.7128468125312211,0
0.6466504644206322,0.20616863121138929,0.47577182774329607,0.4626671132455167,0.5697872781582867,0.9070179070759957,0.6903462638729168,0.9885597393430243,0.11854306277618898,0.9117650321070713,0.8993430108732766,0.7822879717612518,0.7016506814785318,0
0.8515325492439381,0.6389362020168239,0.5640909630639578,0.00017020139138790302,0.4435768624400732,0.7906558741200326,0.6931840649926451,0.14652148676218846,0.6704485221892362,0.646283683851367,0.5042639182365327,0.4418629622747672,0.580101011322918,0
0.7495263568987163,0.4249330250611818,0.9363866139615289,0.25120616676288876,0.23889635606095938,0.9365475129668064,0.8609785491037435,0.988862851472099,0.9229612704496579,0.3930905297991174,0.6984222739832694,0.6543438453036564,0.48965499187109096,0
0.4959468737147683,0.3551808735518496,0.8463484693991616,0.11798973029533844,0.6351194675157207,0.6689586882147911,0.45631555478009245,0.20830842433879126,0.49348313299887137,0.5899708391722414,0.41391550349236095,0.541701256151723,0.43947653139295884,0
0.7683921631810258,0.09675805607482835,0.6577425700714469,0.7989669705271063,0.5959932798006613,0.7685123008436514,0.7968962774286619,0.5993755643428231,0.7233723955786665,0.4551231999025769,0.5077635699000175,0.716006291790574,0.6131069812234635,0
0.8509796943231832,0.9459931987295982,0.3275919967916645,0.19010675996776805,0.7013173208202123,0.7286280662773247,0.853994112776651,0.6922701173783342,0.8152742929591527,0.653056151937311,0.2932182579428263,0.4934258307016143,0.9701820652065387,0
